page_no,link_text,link_destination,link_domain
2,"558,",https://jade.io/article/806595/section/140465,jade
2,"[1973]1 WLR 488,",https://www.iclr.co.uk/document/1971004959/casereport_16268/html,iclr
2,495.,https://jade.io/citation/2765095/section/140246,jade
2,"[1968]1 QB 421,",https://www.iclr.co.uk/document/1961003961/casereport_53167/html,iclr
2,426;,https://jade.io/citation/2700021/section/140006,jade
2,[1967]EWCA Crim 1.,https://www.bailii.org/ew/cases/EWCA/Crim/1967/1.html,bailii
2,[1998]QCA 64;,https://www.queenslandjudgments.com.au/caselaw/qca/1998/64,queenslandjudgments
2,"(2000)112 A Crim R 417,",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
2,430,https://jade.io/article/166653/section/4654,jade
2,[71]-[72];,https://jade.io/article/166653/section/4654,jade
2,[2000]QCA 244:,https://www.queenslandjudgments.com.au/caselaw/qca/2000/244,queenslandjudgments
3,"(2002)76 ALJR 628,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2002178223&pubNum=5147&originatingDoc=I6f4c1e9087b511e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=76acafcb7d4440a5bf6494b4d76093e4&contextData=(sc.Default)&comp=wlau,thomsonreuters
3,632,https://jade.io/article/68320/section/1035,jade
3,[18];,https://jade.io/article/68320/section/1035,jade
3,[2002]HCA 12.,https://www.hcourt.gov.au/sites/default/files/eresources/2002/HCA/12.pdf,hcourt
3,"[2003]NSWCCA 174,",https://www.caselaw.nsw.gov.au/decision/549fa8ff3004262463b593e5,nsw
3,[90],https://jade.io/article/183676/section/1087,jade
3,"(2000)112 A Crim R 417,",https://anzlaw.thomsonreuters.com/Document/I75a4a99088d411e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
3,427,https://jade.io/article/166653/section/788,jade
3,[54];,https://jade.io/article/166653/section/788,jade
3,[2000]QCA 244:,https://www.queenslandjudgments.com.au/caselaw/qca/2000/244,queenslandjudgments
3,"(2000)199 CLR 620,",https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2000496633&pubNum=3586&originatingDoc=Idb17678087b311e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=4481d45a3e6744b0b3b7d73a45be270a&contextData=(sc.Default)&comp=wlau,thomsonreuters
3,637;,https://jade.io/article/68197/section/140607,jade
3,[2000]HCA 3,https://www.hcourt.gov.au/sites/default/files/eresources/2000/HCA/3.pdf,hcourt
5,"‘Your Primary Responsibilities as a Juror’,",https://archive.sclqld.org.au/sclpub/supreme-and-district-courts-benchbook/your-responsibilities-as-a-juror.pdf,sclqld
7,28(2),https://jade.io/article/352986/section/3040,jade
7,Jury Act,https://jade.io/article/352986,jade
7,Act 1995.,https://jade.io/article/352986,jade
9,[2013]QCA 52,http://archive.sclqld.org.au/qjudgment/2013/QCA13-052.pdf,sclqld
9,"[1996]1 Qd R 631,",https://www.queenslandjudgments.com.au/case/id/502822,queenslandjudgments
9,640).,https://jade.io/article/206006/section/140777,jade
10,Jury Act,https://jade.io/article/352986,jade
10,Act 1995.,https://jade.io/article/352986,jade
10,"43,",https://jade.io/article/352986/section/102,jade
10,47,https://jade.io/article/352986/section/424,jade
10,Jury Act,https://jade.io/article/352986,jade
10,Act 1995.,https://jade.io/article/352986,jade
10,"[2017]1 Qd R 453,",https://www.queenslandjudgments.com.au/citation/2017-1-Qd-R-453,queenslandjudgments
10,458,https://jade.io/article/462160/section/140124,jade
10,[16]).,https://jade.io/article/462160/section/140124,jade
10,"39,",https://jade.io/article/352986/section/1978,jade
10,41,https://jade.io/article/352986/section/295,jade
10,Jury Act,https://jade.io/article/352986,jade
10,Act 1995.,https://jade.io/article/352986,jade
13,Jury Act,https://jade.io/article/352986,jade
13,Act 1995,https://jade.io/article/352986,jade
13,[2014]QSC 277).,https://archive.sclqld.org.au/qjudgment/2014/QSC14-277.pdf,sclqld
15,MediaSDC@justice.qld.gov.au.,mailto:MediaSDC@justice.qld.gov.au,
16,https://www.courts.qld.gov.au/newsroom/contact-us/media.,https://www.courts.qld.gov.au/newsroom/contact-us/media,qld
16,2014/08 –Electronic Devices in Courtrooms,https://www.courts.qld.gov.au/__data/assets/pdf_file/0004/225553/sc-pd-8of2014.pdf,qld
16,2014/10 –Electronic Devices in Courtrooms,https://www.courts.qld.gov.au/__data/assets/pdf_file/0005/295988/dc-pd-10of2014.pdf,qld
16,"2014/17 – Queen Elizabeth II Courts of Law Supreme Court, Brisbane",https://www.courts.qld.gov.au/__data/assets/pdf_file/0020/262271/sc-pd-17of2014.pdf,qld
16,Accessways to Remain Clear,https://www.courts.qld.gov.au/__data/assets/pdf_file/0020/262271/sc-pd-17of2014.pdf,qld
16,@SupremeCourtQLD,https://twitter.com/SupremeCourtQLD,twitter
16,@DistCourtQLD,https://twitter.com/DistCourtQLD,twitter
17,@MagsCourtQLD,https://twitter.com/MagsCourtQLD,twitter
17,h,https://www.courts.qld.gov.au/newsroom/social-media,qld
17,ttps://www.courts.qld.gov.au/newsroom/social-media.,https://www.courts.qld.gov.au/newsroom/social-media,qld
17,[1997]2 Qd R 436,https://www.queenslandjudgments.com.au/case/id/507020,queenslandjudgments
17,(2014)244 A Crim R 443;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2034293555&pubNum=5341&originatingDoc=Ied1a4f7088b611e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=aa73844045584bd7a2b47a665cf7dfa6&contextData=(sc.Default)&comp=wlau,thomsonreuters
17,[2014]QCA 223.,https://archive.sclqld.org.au/qjudgment/2014/QCA14-223.pdf,sclqld
17,"[1986]2 Qd R 209,",https://www.queenslandjudgments.com.au/case/id/506462,queenslandjudgments
17,211-212;,https://jade.io/citation/2674667/section/140966,jade
17,(1985)157 CLR 671;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1985188578&pubNum=3586&originatingDoc=Icdf1c6f087a811e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=f109a25603e342d890ecb213cee2c101&contextData=(sc.Default)&comp=wlau,thomsonreuters
17,[1985]HCA 35;,https://jade.io/article/67199,jade
17,(2001)122 A Crim R 537;,https://anzlaw.thomsonreuters.com/Document/I2c813da088ac11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
17,[2001]QCA 263.,https://archive.sclqld.org.au/qjudgment/2001/QCA01-263.pdf,sclqld
18,"[2016]QCA 336,",https://archive.sclqld.org.au/qjudgment/2016/QCA16-336.pdf,sclqld
18,[49]:,https://jade.io/article/508903/section/1625,jade
18,"[2007]QCA 447,",https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld
18,[38],https://jade.io/article/19155/section/1252,jade
18,(2006)67 NSWLR 659;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2010492318&pubNum=5138&originatingDoc=If5d2e0e0881c11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=9bdb043d1f6a44899eec4fa0ecc22822&contextData=(sc.Default)&comp=wlau,thomsonreuters
18,"[2006]NSWCCA 334,",https://www.caselaw.nsw.gov.au/decision/549fd5973004262463bf2289,nsw
18,"[31],",https://jade.io/article/2501/section/1017,jade
19,306;,https://jade.io/article/205748/section/140753,jade
19,"[1993]QCA 419,",https://archive.sclqld.org.au/qjudgment/1993/QCA93-419.pdf,sclqld
19,"[2007]QCA 447,",https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld
19,"[39]-[40],",https://jade.io/article/19155/section/5033,jade
19,(2015)93 NSWLR 474;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2037887687&pubNum=5138&originatingDoc=Ie0144310882211e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=60e78deedd2642c7afff214d7044ac73&contextData=(sc.Default)&comp=wlau,thomsonreuters
19,"[2015]NSWCCA 330,",https://www.caselaw.nsw.gov.au/decision/56737c8ee4b05f2c4f04a2e7,nsw
20,"[1994]1 Qd R 613,",https://www.queenslandjudgments.com.au/citation/1994-1-Qd-R-613,queenslandjudgments
20,627;,https://jade.io/article/205369/section/140612,jade
20,"[1992]QCA 223,",https://archive.sclqld.org.au/qjudgment/1992/QCA92-223.pdf,sclqld
20,(2007)179 A Crim R 453;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2014539130&pubNum=5341&originatingDoc=I9f0edb2088b111e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=05662fc35e454afba26c7beab65ad12e&contextData=(sc.Default)&comp=wlau,thomsonreuters
20,[2007]QCA 447:,https://archive.sclqld.org.au/qjudgment/2007/QCA07-447.pdf,sclqld
20,[2016]QCA 336:,https://archive.sclqld.org.au/qjudgment/2016/QCA16-336.pdf,sclqld
21,[2019]QCA 28:,https://archive.sclqld.org.au/qjudgment/2019/QCA19-028.pdf,sclqld
21,"[1962]Qd R 214,",https://www.queenslandjudgments.com.au/case/id/504771,queenslandjudgments
21,217).,https://jade.io/citation/2421318/section/140452,jade
21,"[2007]QCA 373,",https://www.queenslandjudgments.com.au/caselaw/qca/2007/373,queenslandjudgments
21,"[3],",https://jade.io/article/16851/section/140887,jade
22,[2007]QCA 373).,https://archive.sclqld.org.au/qjudgment/2007/QCA07-373.pdf,sclqld
22,33,https://jade.io/article/352986/section/553,jade
22,Jury Act,https://jade.io/article/352986,jade
22,Act 1995,https://jade.io/article/352986,jade
22,56,https://jade.io/article/352986/section/2189,jade
22,Jury Act,https://jade.io/article/352986,jade
22,Act,https://jade.io/article/352986,jade
22,"1995,",https://jade.io/article/352986,jade
22,[2005]1 Qd R 408,https://www.queenslandjudgments.com.au/case/id/508913,queenslandjudgments
22,[2015]1 Qd R 15.,https://www.queenslandjudgments.com.au/case/id/507662,queenslandjudgments
22,60(1),https://jade.io/article/352986/section/8652,jade
22,Jury Act,https://jade.io/article/352986,jade
22,Act 1995.,https://jade.io/article/352986,jade
22,(2015)255 CLR 161;,https://anzlaw.thomsonreuters.com/Document/Id648a9f087ca11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
22,"[2015]HCA 27,",https://www.hcourt.gov.au/sites/default/files/eresources/2015/HCA/27.pdf,hcourt
22,"[47],",https://jade.io/article/402565/section/777,jade
22,[49].,https://jade.io/article/402565/section/1625,jade
22,Jury Act,https://jade.io/article/352986,jade
22,Act 1995,https://jade.io/article/352986,jade
22,[2007]1 Qd R 25;,https://www.queenslandjudgments.com.au/case/id/500638,queenslandjudgments
22,[2007],https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
22,QCA 231).,https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
22,"(1999)199 CLR 99,134[103];",https://anzlaw.thomsonreuters.com/Document/I7764aac087b011e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0&comp=wlau,thomsonreuters
22,"[1999]HCA 52,",https://www.hcourt.gov.au/sites/default/files/eresources/2025-10-30/HCA/Wu%20v%20The%20Queen%20%28S22-1999%29%20%5B1999%5D%20HCA%2052.pdf,hcourt
22,[103].,https://jade.io/article/68154/section/140961,jade
22,[2007]1 Qd R 25;,https://www.queenslandjudgments.com.au/case/id/500638,queenslandjudgments
22,[2007],https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
22,QCA 231;,https://www.queenslandjudgments.com.au/caselaw/qca/2007/231/pdf,queenslandjudgments
22,[2007]QCA 140.,https://www.queenslandjudgments.com.au/case-download/id/61959,queenslandjudgments
22,34(4),https://jade.io/article/352986/section/4436,jade
22,Jury Act,https://jade.io/article/352986,jade
22,"Act 1995,",https://jade.io/article/352986,jade
23,"[2007]QCA 142,",https://www.queenslandjudgments.com.au/case-download/id/61907,queenslandjudgments
23,(2008),https://anzlaw.thomsonreuters.com/Document/I2eb9b9c088b211e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
23,188 A Crim R 542;,https://anzlaw.thomsonreuters.com/Document/I2eb9b9c088b211e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
23,"[2008]QCA 299,",https://www.queenslandjudgments.com.au/caselaw/qca/2008/299,queenslandjudgments
23,[31]).,https://jade.io/article/84052/section/1017,jade
23,"[2013]QCA 29,",https://archive.sclqld.org.au/qjudgment/2013/QCA13-029.pdf,sclqld
23,[27].,https://jade.io/article/290755/section/140176,jade
23,[2010]QCA 222).,https://www.queenslandjudgments.com.au/case-download/id/70562,queenslandjudgments
23,53(7)(a),https://jade.io/article/352986/section/31439,jade
23,Jury Act,https://jade.io/article/352986,jade
23,"Act 1995,",https://jade.io/article/352986,jade
24,[2007]QCA,https://www.queenslandjudgments.com.au/case-download/id/61959,queenslandjudgments
24,140).,https://www.queenslandjudgments.com.au/case-download/id/61959,queenslandjudgments
24,Jury Act,https://jade.io/article/352986,jade
24,Act 1995,https://jade.io/article/352986,jade
25,"[2001]1 Qd R 212,",https://www.queenslandjudgments.com.au/case/id/511736,queenslandjudgments
25,218).,https://jade.io/article/166379/section/140599,jade
27,Section 51–Jury,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042,qld
27,Section 69A–Inquiries,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1995-042,qld
27,Jury Act,https://jade.io/article/352986,jade
27,Act 1995,https://jade.io/article/352986,jade
27,51;,https://jade.io/article/352986/section/144,jade
27,Jury Act,https://jade.io/article/352986,jade
27,Act 1995,https://jade.io/article/352986,jade
27,51;,https://jade.io/article/352986/section/144,jade
27,Jury Act,https://jade.io/article/352986,jade
27,Act 1995,https://jade.io/article/352986,jade
27,69A.,https://jade.io/article/352986/section/11604,jade
27,[1997]2 Qd R 436).,https://www.queenslandjudgments.com.au/case/id/507020,queenslandjudgments
27,(2014)244 A Crim R 443;,https://anzlaw.thomsonreuters.com/Document/Ied1aebb088b611e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
27,"[2014]QCA 223,",https://archive.sclqld.org.au/qjudgment/2014/QCA14-223.pdf,sclqld
28,[2010]QCA 194).,https://archive.sclqld.org.au/qjudgment/2010/QCA10-194.pdf,sclqld
28,(2015)255 CLR 161;,https://anzlaw.thomsonreuters.com/Document/Id648a9f087ca11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
28,"[2015]HCA 27,",https://www.hcourt.gov.au/sites/default/files/eresources/2015/HCA/27.pdf,hcourt
28,"[35],",https://jade.io/article/402565/section/140690,jade
28,"[42],",https://jade.io/article/402565/section/140755,jade
28,"[45],",https://jade.io/article/402565/section/140602,jade
28,"[53],",https://jade.io/article/402565/section/140574,jade
28,"[54],",https://jade.io/article/402565/section/788,jade
28,[58]).,https://jade.io/article/402565/section/140806,jade
28,[2017]1 Qd R 497,https://www.queenslandjudgments.com.au/citation/2017-1-Qd-R-497,queenslandjudgments
28,[2016]QCA 350,https://archive.sclqld.org.au/qjudgment/2016/QCA16-350.pdf,sclqld
28,"[94]-[96],",https://jade.io/article/510362/section/140853,jade
28,"(2023)14 QR 295,",https://www.queenslandjudgments.com.au/citation/2023-14-QR-295,queenslandjudgments
28,320,https://jade.io/article/985871/section/613,jade
28,"[88],",https://jade.io/article/985871/section/613,jade
28,321-322,https://jade.io/article/985871/section/12833,jade
28,[93]-[96],https://jade.io/article/985871/section/12833,jade
29,[2011]1 WLR 200;,https://www.iclr.co.uk/document/2011000367/casereport_44023/html,iclr
29,[2010]EWCA Crim 1623).,https://www.bailii.org/ew/cases/EWCA/Crim/2010/1623.html,bailii
30,2.2.4 Appendix),rosetta://link/ch_judge_opening_remarks/appendix,link
30,"(1992) 59 A Crim R 322,",https://anzlaw.thomsonreuters.com/Document/I082af8b088a711e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
30,343;,https://jade.io/article/205190/section/139926,jade
30,"(1992) 173 CLR 592,",https://anzlaw.thomsonreuters.com/Document/If368d01087ab11e8aca5bab3c9b3f468/View/FullText.html?transitionType=Default&contextData=(sc.Default)&VR=3.0&RS=cblt1.0,thomsonreuters
30,"603-604,",https://jade.io/article/67675/section/3208,jade
30,"616,",https://jade.io/article/67675/section/140439,jade
30,624;,https://jade.io/article/67675/section/140219,jade
30,[1992] HCA,https://jade.io/article/67675,jade
30,16)).,https://jade.io/article/67675,jade
32,Evidence Act,https://jade.io/article/353262,jade
32,Act 1977 (Qld),https://jade.io/article/353262,jade
32,(Qld),https://jade.io/article/353262,jade
32,93A,https://jade.io/article/353262/section/12479,jade
35,Benchbook Chapter 2.1—‘your,rosetta://link/ch_trial_procedure/pamphlet,link
35,responsibilities as a Juror’—along,rosetta://link/ch_trial_procedure/pamphlet,link
39,[2007]2 Qd R 462).,https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
39,"[2007]2 Qd R 462,",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
39,469,https://jade.io/article/169602/section/8,jade
39,[9]).,https://jade.io/article/169602/section/8,jade
39,"[2017]QCA 169,",https://archive.sclqld.org.au/qjudgment/2017/QCA17-169.pdf,sclqld
39,[16]).,https://jade.io/article/543834/section/140124,jade
39,"[2016]2 Qd R 54,",https://www.queenslandjudgments.com.au/case-download/id/512536,queenslandjudgments
39,61,https://jade.io/article/409903/section/1487,jade
39,"[15]-[16],",https://jade.io/article/409903/section/1487,jade
39,63,https://jade.io/article/409903/section/1097,jade
39,"[29]-[30],",https://jade.io/article/409903/section/1097,jade
39,64-65,https://jade.io/article/409903/section/2377,jade
39,[41]-[42]).,https://jade.io/article/409903/section/2377,jade
39,"[2007]2 Qd R 462,",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
39,469,https://jade.io/article/169602/section/140185,jade
39,[11];,https://jade.io/article/169602/section/140185,jade
39,[11];,https://jade.io/article/169602/section/140185,jade
39,[11];,https://jade.io/article/169602/section/140185,jade
39,[2017],https://archive.sclqld.org.au/qjudgment/2017/QCA17-169.pdf,sclqld
39,"QCA 169,",https://archive.sclqld.org.au/qjudgment/2017/QCA17-169.pdf,sclqld
39,[16].,https://jade.io/article/543834/section/140124,jade
39,"[2018]QCA 30,",https://archive.sclqld.org.au/qjudgment/2018/QCA18-030.pdf,sclqld
39,[35]).,https://jade.io/article/573709/section/140690,jade
39,Evidence Act 1977,https://jade.io/article/353262,jade
39,"1977 (Qld),",https://jade.io/article/353262,jade
39,21A,https://jade.io/article/353262/section/234,jade
39,21AK,https://jade.io/article/353262/section/19598,jade
39,Evidence Act 1977.,https://jade.io/article/353262,jade
39,[1999]2 Qd R 283;,https://www.queenslandjudgments.com.au/case/id/506695,queenslandjudgments
39,(2007)232 CLR 208;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=2014266713&pubNum=3586&originatingDoc=I7932aba087be11e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=f7299d8fb5e946a3ba181eeffd8f0ebf&contextData=(sc.Default)&comp=wlau,thomsonreuters
39,[2007]HCA 55);,https://www.hcourt.gov.au/sites/default/files/eresources/2007/HCA/55.pdf,hcourt
39,"(2023) 16 QR 1,",https://www.queenslandjudgments.com.au/case/id/513257,queenslandjudgments
39,38,https://jade.io/article/1040243/section/1642,jade
39,[114],https://jade.io/article/1040243/section/1642,jade
40,"[2018]QSC 283,",https://archive.sclqld.org.au/qjudgment/2018/QSC18-283.pdf,sclqld
40,[24];,https://jade.io/article/622777/section/140603,jade
40,"[2007]2 Qd R 462,",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
40,470,https://jade.io/article/169602/section/140124,jade
40,[16]).,https://jade.io/article/169602/section/140124,jade
40,"[2007]2 Qd R 462,",https://www.queenslandjudgments.com.au/case/id/505771,queenslandjudgments
40,470,https://jade.io/article/169602/section/140575,jade
40,"[2017]QCA 257,",https://archive.sclqld.org.au/qjudgment/2017/QCA17-257.pdf,sclqld
40,[35]-[36]).,https://jade.io/article/561178/section/3351,jade
44,Section 619–Speeches,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1899-009,qld
44,Rule 50,https://www.legislation.qld.gov.au/view/html/inforce/current/sl-1999-0112,qld
44,Evidence Act 1977,https://jade.io/article/353262,jade
44,1977 (Qld),https://jade.io/article/353262,jade
44,(Qld),https://jade.io/article/353262,jade
44,Section 21R–Jury,https://www.legislation.qld.gov.au/view/html/inforce/current/act-1977-047,qld
44,(1981)147 CLR 512;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1981032165&pubNum=3586&originatingDoc=I2343e36087a711e8aca5bab3c9b3f468&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=2f3283fb148245178bc37870b7b2f28c&contextData=(sc.Default)&comp=wlau,thomsonreuters
44,[1981]HCA 46).,https://www.austlii.edu.au/cgi-bin/viewdoc/au/cases/cth/HCA/1981/46.html,austlii
44,(1982)61 FLR 440;,https://anzlaw.thomsonreuters.com/Link/Document/FullText?findType=Y&serNum=1982166377&pubNum=5542&originatingDoc=I6900e433816b11e8b22785ae5ff38a3b&refType=TG&originationContext=document&transitionType=DocumentItem&ppcid=26e305126b834b7a94bfd53b4f8b33af&contextData=(sc.Default)&comp=wlau,thomsonreuters
44,[1982]FCA 2).,https://jade.io/article/193093,jade
